"seed","n","p","q","arm","ok","beta_rmse","sigma_rel_frob","frob_Shat","sigma_trace","trace_ratio","sigma_collapse","sigma_runaway","secs","pass_abs","err"
11208,120,8,2,"gllvm_va",TRUE,0.145751233392333,0.999999999997165,3.17585620379472e-11,4.45658931499175e-11,2.86510405045692e-11,TRUE,FALSE,0.0829999999999984,FALSE,"ok"
11208,120,8,2,"gtmb_gh",TRUE,0.160908606660774,1.55911191106675,1.88562544266615,2.61715230822871,1.68254536125742,FALSE,FALSE,2.198,FALSE,"healthy"
11208,120,8,2,"gtmb_la",TRUE,0.166636222891848,1.46861667851302,1.69224601932936,2.36528330764094,1.52062088431694,FALSE,FALSE,1.076,FALSE,NA
11209,120,8,2,"gtmb_poisg",TRUE,0.127974456956436,0.999999999974634,7.5328680812792e-11,8.1258267500227e-11,6.36085473148969e-11,TRUE,FALSE,0.989000000000001,FALSE,"healthy"
11209,120,8,2,"gllvm_va",TRUE,0.127974334121505,0.999999999989323,2.55123843804948e-11,2.62276652638333e-11,2.05308793580809e-11,TRUE,FALSE,0.0790000000000006,FALSE,"ok"
11209,120,8,2,"gtmb_gh",TRUE,0.136735712726454,1.70887637320131,2.04471051732096,2.79702408279145,2.18949584066199,FALSE,TRUE,2.086,FALSE,"healthy"
11209,120,8,2,"gtmb_la",TRUE,0.135225929655927,1.37654369292468,1.75343773527086,2.43166320180305,1.90349325162945,FALSE,FALSE,0.839000000000002,FALSE,NA
11210,120,8,2,"gtmb_poisg",TRUE,0.0862290793599398,0.999999999992036,3.4262228983278e-11,3.45869072254205e-11,2.07435189277307e-11,TRUE,FALSE,0.988,FALSE,"healthy"
11210,120,8,2,"gllvm_va",TRUE,0.0862292374036889,0.999999999989166,2.26092929098669e-11,2.5428735170215e-11,1.52508995925464e-11,TRUE,FALSE,0.0630000000000024,FALSE,"ok"
11210,120,8,2,"gtmb_gh",TRUE,0.110040744627717,1.26369802482065,2.25850031960018,3.06906004169255,1.84067065176618,FALSE,FALSE,1.949,FALSE,"healthy"
11210,120,8,2,"gtmb_la",TRUE,0.101322653671156,1.02313051237963,1.94083378881367,2.51119361726471,1.50608991984809,FALSE,FALSE,1.063,FALSE,NA
11201,400,8,2,"gtmb_poisg",TRUE,0.0512621003002923,0.999999999968956,5.48526757709957e-11,7.05114628452659e-11,4.01987606477215e-11,TRUE,FALSE,11.397,FALSE,"healthy"
11201,400,8,2,"gllvm_va",TRUE,0.0512615301597377,0.999999999446765,1.66870620682983e-09,1.67529922915237e-09,9.55092264555538e-10,TRUE,FALSE,0.458000000000006,FALSE,"ok"
11201,400,8,2,"gtmb_gh",TRUE,0.0561372426635956,0.688640765573039,1.81292557499157,2.50086867135799,1.42575146046704,FALSE,FALSE,16.608,FALSE,"healthy"
11201,400,8,2,"gtmb_la",TRUE,0.0568016021228493,0.632845697832392,1.62961698543776,2.245214404302,1.28000232585463,FALSE,FALSE,2.814,FALSE,NA
11202,400,8,2,"gtmb_poisg",TRUE,0.0581283221678717,0.999999999988539,2.06423475681452e-11,2.6345281331891e-11,1.90036867892713e-11,TRUE,FALSE,10.596,FALSE,"healthy"
11202,400,8,2,"gllvm_va",TRUE,0.0581276924101777,0.999999999843921,2.41228724881194e-10,3.05599069469677e-10,2.20438298841186e-10,TRUE,FALSE,0.455999999999996,FALSE,"ok"
11202,400,8,2,"gtmb_gh",TRUE,0.0732137731811994,0.832291941447957,1.46814398589451,2.05689377434312,1.48370270007714,FALSE,FALSE,16.145,FALSE,"healthy"
11202,400,8,2,"gtmb_la",TRUE,0.0680179783197204,0.677483169820396,1.38051287993521,1.94640628702604,1.40400457210286,FALSE,FALSE,2.322,FALSE,NA
11203,400,8,2,"gtmb_poisg",TRUE,0.0693015686374457,0.999999999978289,5.59265260519312e-11,7.83221846395457e-11,4.66297798860724e-11,TRUE,FALSE,11.128,FALSE,"healthy"
11203,400,8,2,"gllvm_va",TRUE,0.0693014667203453,0.999999999997284,3.27289492045251e-11,3.78826032039237e-11,2.25537305559079e-11,TRUE,FALSE,0.416999999999994,FALSE,"ok"
11203,400,8,2,"gtmb_gh",TRUE,0.0720518964830336,0.595920838569057,1.09295768040057,1.51578948375705,0.902438182827794,FALSE,FALSE,16.982,FALSE,"healthy"
11203,400,8,2,"gtmb_la",TRUE,0.0747696430538713,0.579126664192756,1.14748570753225,1.60903306584689,0.957951543807806,FALSE,FALSE,3.262,FALSE,NA
11204,400,8,2,"gtmb_poisg",TRUE,0.0669524124640401,0.999999999989371,1.61570705145634e-11,1.78241109628591e-11,1.10048856963783e-11,TRUE,FALSE,12.054,FALSE,"healthy"
11204,400,8,2,"gllvm_va",TRUE,0.0669516730209377,0.999999999956833,1.48981829135814e-10,1.62033528419125e-10,1.00042042093936e-10,TRUE,FALSE,0.548000000000002,FALSE,"ok"
11204,400,8,2,"gtmb_gh",TRUE,0.0739250700353006,0.961875918678585,1.85044554810268,2.58750996159424,1.59756923781051,FALSE,FALSE,17.205,FALSE,"healthy"
11204,400,8,2,"gtmb_la",TRUE,0.068094044965647,0.741968887520657,1.61989617769522,2.28075012912222,1.40817090542641,FALSE,FALSE,2.33600000000001,FALSE,NA
11205,400,8,2,"gtmb_poisg",TRUE,0.044031188065538,0.999999999981243,4.81932553366419e-11,6.4587591645969e-11,3.9826011758335e-11,TRUE,FALSE,11.299,FALSE,"healthy"
11205,400,8,2,"gllvm_va",TRUE,0.0440302422906912,0.999999999979724,4.89646730036836e-11,5.2764733397936e-11,3.25357988923057e-11,TRUE,FALSE,0.447000000000003,FALSE,"ok"
11205,400,8,2,"gtmb_gh",TRUE,0.0362345013239205,0.803596703570618,1.75389966406447,2.11955890632984,1.30696277372721,FALSE,FALSE,18.04,FALSE,"healthy"
11205,400,8,2,"gtmb_la",TRUE,0.0433306846266671,0.637132810312758,1.78267440948132,2.21917274219798,1.36838667416188,FALSE,FALSE,3.639,FALSE,NA
11206,400,8,2,"gtmb_poisg",TRUE,0.0606810505094148,0.999999999991617,1.86730595683937e-11,1.9305301902826e-11,1.17669486312862e-11,TRUE,FALSE,11.066,FALSE,"healthy"
11206,400,8,2,"gllvm_va",TRUE,0.0606800224579789,0.999999999978566,1.4783626836891e-10,1.60032332472052e-10,9.75427499151355e-11,TRUE,FALSE,0.409999999999997,FALSE,"ok"
11206,400,8,2,"gtmb_gh",TRUE,0.0615993299066182,0.54803436266985,1.41636337663787,1.92783550794883,1.17505240300244,FALSE,FALSE,17.084,FALSE,"healthy"
11206,400,8,2,"gtmb_la",TRUE,0.0600141158741853,0.424975816856511,1.25824610108941,1.75731937277811,1.07111957597602,FALSE,FALSE,3.022,TRUE,NA
11207,400,8,2,"gtmb_poisg",TRUE,0.0810076175476135,0.99999999994391,1.09351591848464e-10,1.17934082719241e-10,6.19188854288953e-11,TRUE,FALSE,11.167,FALSE,"healthy"
11207,400,8,2,"gllvm_va",TRUE,0.0810081410134996,0.999999999988624,3.5000081416889e-11,3.5458721162479e-11,1.86168785349485e-11,TRUE,FALSE,0.619,FALSE,"ok"
11207,400,8,2,"gtmb_gh",TRUE,0.0837530998471457,0.939654096540776,1.90101399375199,2.60051623820139,1.36534802574847,FALSE,FALSE,16.671,FALSE,"healthy"
11207,400,8,2,"gtmb_la",TRUE,0.0853244929473065,0.780981076319489,1.7236972150605,2.32953508105855,1.22307489455822,FALSE,FALSE,4.664,FALSE,NA
11208,400,8,2,"gtmb_poisg",TRUE,0.0891956186711432,0.99999999998993,1.42285697556093e-11,1.82398558636258e-11,1.17262510006986e-11,TRUE,FALSE,11.55,FALSE,"healthy"
11208,400,8,2,"gllvm_va",TRUE,0.0891946247378007,0.999999999998074,8.10786062838855e-11,8.45694444315072e-11,5.43689895253565e-11,TRUE,FALSE,0.449999999999996,FALSE,"ok"
11208,400,8,2,"gtmb_gh",TRUE,0.0846552014915374,0.904649496996321,1.64734972446868,2.17477543119103,1.39814496161425,FALSE,FALSE,18.647,FALSE,"healthy"
11208,400,8,2,"gtmb_la",TRUE,0.0882438653900978,0.538760928199395,1.34788508381568,1.79858431942489,1.15629483769969,FALSE,FALSE,3.41699999999999,FALSE,NA
11209,400,8,2,"gtmb_poisg",TRUE,0.0309835624742484,0.999999999989241,1.24299015124782e-11,1.29082630863611e-11,1.01045209126523e-11,TRUE,FALSE,11.818,FALSE,"healthy"
11209,400,8,2,"gllvm_va",TRUE,0.0309848528853826,0.999999999510477,8.6972397459767e-10,9.45347534891824e-10,7.4001311192144e-10,TRUE,FALSE,0.564000000000007,FALSE,"ok"
11209,400,8,2,"gtmb_gh",TRUE,0.039095120658253,1.11759131885746,1.54244847031379,2.0211517204987,1.58214700853138,FALSE,FALSE,17.144,FALSE,"healthy"
11209,400,8,2,"gtmb_la",TRUE,0.0413679379266012,0.978740122050347,1.40786121048907,1.85717944174447,1.45379036529578,FALSE,FALSE,4.282,FALSE,NA
11210,400,8,2,"gtmb_poisg",TRUE,0.0740547487189525,0.999999999996248,8.34722710293145e-12,1.13769226611088e-11,6.82331637870721e-12,TRUE,FALSE,11.412,FALSE,"healthy"
11210,400,8,2,"gllvm_va",TRUE,0.0740546295232077,0.999999999998928,1.64658817374566e-11,2.03560574135204e-11,1.22085579811827e-11,TRUE,FALSE,0.495000000000005,FALSE,"ok"
11210,400,8,2,"gtmb_gh",TRUE,0.0664629310631266,0.724938299514126,1.53662197032823,2.09569564939495,1.25689475750627,FALSE,FALSE,17.578,FALSE,"healthy"
11210,400,8,2,"gtmb_la",TRUE,0.0657599005624251,0.461380181190995,1.22698152941118,1.66737497733898,1.0000091704249,FALSE,FALSE,3.761,TRUE,NA
11201,1000,8,2,"gtmb_poisg",TRUE,0.0214993503603987,0.999999999933304,1.04499435129433e-10,1.08447921826759e-10,6.18264304319338e-11,TRUE,FALSE,95.207,FALSE,"healthy"
11201,1000,8,2,"gllvm_va",TRUE,0.021499584646492,0.999999999992391,4.16512360370715e-11,4.72822842944569e-11,2.69557480802996e-11,TRUE,FALSE,4.38999999999999,FALSE,"ok"
11201,1000,8,2,"gtmb_gh",TRUE,0.0313690338089983,0.310679838939163,1.32401595573505,1.7440205037891,0.994270434445307,FALSE,FALSE,133.422,TRUE,"healthy"
11201,1000,8,2,"gtmb_la",TRUE,0.032647625941563,0.39881229938173,1.26265870999675,1.68215222632275,0.958999175316646,FALSE,FALSE,8.54199999999997,TRUE,NA
11202,1000,8,2,"gtmb_poisg",TRUE,0.0539716752384213,0.999999999978582,2.94454094542426e-11,3.81992572594041e-11,2.75543354954337e-11,TRUE,FALSE,93.221,FALSE,"healthy"
11202,1000,8,2,"gllvm_va",TRUE,0.0539716566403067,0.999999999925929,1.09119164281294e-10,1.10565514622812e-10,7.97544115440156e-11,TRUE,FALSE,5.71699999999998,FALSE,"ok"
11202,1000,8,2,"gtmb_gh",TRUE,0.0559876581734257,0.460383181274535,1.02760791784543,1.43842108075798,1.03757873546487,FALSE,FALSE,128.373,TRUE,"healthy"
11202,1000,8,2,"gtmb_la",TRUE,0.0545272220993989,0.397625212426115,1.07491662189136,1.51576434939748,1.09336888755955,FALSE,FALSE,6.839,TRUE,NA
11203,1000,8,2,"gtmb_poisg",TRUE,0.0234107974055606,0.999999999844866,2.27675508131875e-10,2.78171042923703e-10,1.65611500265306e-10,TRUE,FALSE,99.413,FALSE,"healthy"
11203,1000,8,2,"gllvm_va",TRUE,0.0234103917608694,0.999999999905085,2.46904766675733e-10,3.38682342632386e-10,2.01637418069077e-10,TRUE,FALSE,7.46700000000001,FALSE,"ok"
11203,1000,8,2,"gtmb_gh",TRUE,0.0304680218763208,0.324136738977957,1.2738626698699,1.63954525611359,0.976117236229766,FALSE,FALSE,130.329,TRUE,"healthy"
11203,1000,8,2,"gtmb_la",TRUE,0.0274252925618647,0.245101385696069,1.24373954212294,1.6185069588977,0.963591906747837,FALSE,FALSE,8.863,TRUE,NA
11204,1000,8,2,"gtmb_poisg",TRUE,0.0334120011310325,0.999999999949959,7.30743055541408e-11,7.73032293490993e-11,4.77282263738385e-11,TRUE,FALSE,92.885,FALSE,"healthy"
11204,1000,8,2,"gllvm_va",TRUE,0.0334118574694964,0.999999999999236,2.660300416751e-12,3.32871792362247e-12,2.05520266010928e-12,TRUE,FALSE,4.87100000000001,FALSE,"ok"
11204,1000,8,2,"gtmb_gh",TRUE,0.0318263374673663,0.503416435011188,1.18918638627256,1.56302036073977,0.96503328816205,FALSE,FALSE,130.662,FALSE,"healthy"
11204,1000,8,2,"gtmb_la",TRUE,0.0307872602245525,0.410821906235798,1.16144966655852,1.5560441672059,0.960726076846093,FALSE,FALSE,9.48499999999996,TRUE,NA
