"seed","truth","converged","wald_lo","wald_hi","wald_cov","prof_lo","prof_hi","prof_cov","tdf_lo","tdf_hi","tdf_cov","cell_id","task_id"
10001,0.670085186954224,TRUE,0.39659703566132,0.719702736060488,TRUE,0.39748594166438,0.719919279671936,TRUE,0.39954240684709,0.715782466281913,TRUE,"gauss-S120-K2-smoke",1
10002,0.670085186954224,TRUE,0.495913159697234,0.792260097268641,TRUE,0.501942000976299,0.786865463895024,TRUE,0.496239372350573,0.792840774636132,TRUE,"gauss-S120-K2-smoke",1
10003,0.670085186954224,TRUE,0.633078684670517,0.96712214256428,TRUE,0.645204728244355,0.969259833323324,TRUE,0.658808883773066,0.971182854507537,TRUE,"gauss-S120-K2-smoke",1
