"seed","truth","converged","b_err","wald_cov","prof_cov","tdf_cov","cell_id"
10001,0.670085186954224,TRUE,0.22630989924494,TRUE,TRUE,TRUE,"animal-S120-K2"
10002,0.670085186954224,TRUE,0.180871961926225,TRUE,TRUE,TRUE,"animal-S120-K2"
10003,0.670085186954224,TRUE,0.130015218862503,TRUE,TRUE,TRUE,"animal-S120-K2"
